#Denominación,Programa,Económica,Fecha,NIF/CIF,Nombre Empresa,Descripción,Importe,Descuentos,j,k,l,m
,9201 .22100  ,,22/03/2017,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 139670303 - C/ BENICARLO - CONCEJALIA S. GENERALES - FACTURACION DIC/ENE - APROBADA POR DECRETO 521/2017 - NUMERO DE FAC.: FE17321224546022 DE FECHA OPERACION: 02/03/2017 Y FECHA REG. INTERVENCIÓN: 14/02/2017,"1.611,15","0,00",,,,
,9201 .22100  ,,22/03/2017,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 139382042 - C/ BENICARLO - CONCEJALIA S. GENERALES - FACTURACION DIC/ENE - APROBADA POR DECRETO 521/2017 - NUMERO DE FAC.: FE17321223273218 DE FECHA OPERACION: 02/03/2017 Y FECHA REG. INTERVENCIÓN: 08/02/2017,"464,33","0,00",,,,
,9201 .22100  ,,22/03/2017,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 20181666 - C/ MURILLO - CONCEJALIA S. GENERALES - FACTURACION DIC/ENE - APROBADA POR DECRETO 521/2017 - NUMERO DE FAC.: FE17321223273279 DE FECHA OPERACION: 02/03/2017 Y FECHA REG. INTERVENCIÓN: 06/02/2017,"820,11","0,00",,,,
,9201 .22100  ,,22/03/2017,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 18718639 - C/ MENORCA - CONCEJALIA S. GENERALES - FACTURACION DIC/ENE - APROBADA POR DECRETO 521/2017 - NUMERO DE FAC.: FE17321223056688 DE FECHA OPERACION: 02/03/2017 Y FECHA REG. INTERVENCIÓN: 06/02/2017,"827,82","0,00",,,,
,9201 .22100  ,,22/03/2017,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 18718819 - C/ SUIZA - CONCEJALIA S. GENERALES - FACTURACION DIC/ENE - APROBADA POR DECRETO 521/2017 - NUMERO DE FAC.: FE17321222862936 DE FECHA OPERACION: 02/03/2017 Y FECHA REG. INTERVENCIÓN: 06/02/2017,"781,68","0,00",,,,
,9201 .22100  ,,22/03/2017,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 139734769 - C/ ALMERIA - CONCEJALIA S. GENERALES - FACTURACION ENE/FEB - APROBADA POR DECRETO 521/2017 - NUMERO DE FAC.: FE17321225104939 DE FECHA OPERACION: 02/03/2017 Y FECHA REG. INTERVENCIÓN: 20/02/2017,"1.722,17","0,00",,,,
,9201 .22100  ,,22/03/2017,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 159644868 - C/ AYAMONTE - FACTURACION ENE/FEB - CONCEJALIA S. GENERALES - APROBADA POR DECRETO 521/2017 - NUMERO DE FAC.: FE17321225105022 DE FECHA OPERACION: 02/03/2017 Y FECHA REG. INTERVENCIÓN: 20/02/2017,"1.306,46","0,00",,,,
,9201 .22100  ,,22/03/2017,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 20181042 - C/ SANTANDER - CONCEJALIA S. GENERALES - FACTURACION NOV/ENE - APROBADA POR DECRETO 521/2017 - NUMERO DE FAC.: FE17321222785952 DE FECHA OPERACION: 02/03/2017 Y FECHA REG. INTERVENCIÓN: 06/02/2017,"1.483,08","0,00",,,,
,9201 .22100  ,,22/03/2017,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 18718651 - C/ GANDIA - CONCEJALIA S. GENERALES - FACTURACION DIC/ENE - APROBADA POR DECRETO 521/2017 - NUMERO DE FAC.: FE17321223273223 DE FECHA OPERACION: 02/03/2017 Y FECHA REG. INTERVENCIÓN: 06/02/2017,"888,43","0,00",,,,
,9201 .22100  ,,22/03/2017,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 18718714 - C/ ISLANDIA - CONCEJALIA S. GENERALES - FACTURACION NOV/ENE - APROBADA POR DECRETO 521/2017 - NUMERO DE FAC.: FE17321222473190 DE FECHA OPERACION: 02/03/2017 Y FECHA REG. INTERVENCIÓN: 06/02/2017,"2.111,41","0,00",,,,
,9201 .22100  ,,22/03/2017,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 18718593 - C/ MAYOR - CONCEJALIA S. GENERALES - FACTURACION DIC/ENE - APROBADA POR DECRETO 521/2017 - NUMERO DE FAC.: FE17321223056685 DE FECHA OPERACION: 02/03/2017 Y FECHA REG. INTERVENCIÓN: 06/02/2017,"954,76","0,00",,,,
,9201 .22100  ,,22/03/2017,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 139763395 - C/ ALEMANIA - CONCEJALIA S. GENERALES - FACTURACION DIC/ENE - APROBADA POR DECRETO 521/2017 - NUMERO DE FAC.: FE17321222862937 DE FECHA OPERACION: 02/03/2017 Y FECHA REG. INTERVENCIÓN: 08/02/2017,"705,45","0,00",,,,
,9201 .22100  ,,22/03/2017,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 20181078 - C/ SIERRA MORENA - CONCEJALIA S. GENERALES - FACTURACION NOV/ENE - APROBADA POR DECRETO 521/2017 - NUMERO DE FAC.: FE17321222663148 DE FECHA OPERACION: 02/03/2017 Y FECHA REG. INTERVENCIÓN: 06/02/2017,"2.120,04","0,00",,,,
,9201 .22100  ,,22/03/2017,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 18718696 - C/ SAN FERNANDO - CONCEJALIA S. GENERALES - FACTURACION DIC/ENE - APROBADA POR DECRETO 521/2017 - NUMERO DE FAC.: FE17321222862929 DE FECHA OPERACION: 02/03/2017 Y FECHA REG. INTERVENCIÓN: 06/02/2017,"1.228,94","0,00",,,,
,9201 .22100  ,,22/03/2017,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 20181945 - C/ GUSTAVO ADOLFO BECQUER - CONCEJALIA S. GENERALES - FACTURACION DIC/ENE - APROBADA POR DECRETO 521/2017 - NUMERO DE FAC.: FE17321223273278 DE FECHA OPERACION: 02/03/2017 Y FECHA REG. INTERVENCIÓN: 06/02/2017,"1.042,06","0,00",,,,
,9201 .22100  ,,22/03/2017,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 20181926 - C/ EL GRECO - CONCEJALIA S. GENERALES - FACTURACION DIC/ENE - APROBADA POR DECRETO 521/2017 - NUMERO DE FAC.: FE17321223273277 DE FECHA OPERACION: 02/03/2017 Y FECHA REG. INTERVENCIÓN: 06/02/2017,"480,13","0,00",,,,
,9201 .22100  ,,22/03/2017,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 18718847 - C/ TORREMOLINOS - CONCEJALIA S. GENERALES - FACTURACION DIC/ENE - APROBADA POR DECRETO 521/2017 - NUMERO DE FAC.: FE17321222785905 DE FECHA OPERACION: 02/03/2017 Y FECHA REG. INTERVENCIÓN: 06/02/2017,"1.092,33","0,00",,,,
,9201 .22100  ,,22/03/2017,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 18718711 - C/ ISLANDIA - CONCEJALIA S. GENERALES - FACTURACION DIC/ENE - APROBADA POR DECRETO 521/2017 - NUMERO DE FAC.: FE17321223624274 DE FECHA OPERACION: 02/03/2017 Y FECHA REG. INTERVENCIÓN: 06/02/2017,"1.564,05","0,00",,,,
,9201 .22100  ,,22/03/2017,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 18718608 - C/ HUNGRIA - CONCEJALIA S. GENERALES - FACTURACION DIC/ENE - APROBADA POR DECRETO 521/2017 - NUMERO DE FAC.: FE17321222862924 DE FECHA OPERACION: 02/03/2017 Y FECHA REG. INTERVENCIÓN: 06/02/2017,"1.052,46","0,00",,,,
,9201 .22100  ,,22/03/2017,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 139103494 - C/ ALMENDROS - CONCEJALIA S. GENERALES - FACTURACION DIC/ENE - APROBADA POR DECRETO 521/2017 - NUMERO DE FAC.: FE17321223273212 DE FECHA OPERACION: 02/03/2017 Y FECHA REG. INTERVENCIÓN: 08/02/2017,"421,08","0,00",,,,
,9201 .22100  ,,22/03/2017,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 18718597 - C/ MAYOR - CONCEJALIA S. GENERALES - FACTURACION DIC/ENE - APROBADA POR DECRETO 521/2017 - NUMERO DE FAC.: FE17321223056686 DE FECHA OPERACION: 02/03/2017 Y FECHA REG. INTERVENCIÓN: 06/02/2017,"773,77","0,00",,,,
,9201 .22100  ,,22/03/2017,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 18718621 - C/ BENICARLO - CONCEJALIA S. GENERALES - FACTURACION NOV/DIC - APROBADA POR DECRETO 521/2017 - NUMERO DE FAC.: FE17321222285122 DE FECHA OPERACION: 02/03/2017 Y FECHA REG. INTERVENCIÓN: 06/02/2017,"1.334,34","0,00",,,,
,9201 .22100  ,,22/03/2017,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 18718613 - C/HUNGRIA - CONCEJALIA S. GENERALES - FACTURACION NOV/ENE - APROBADA POR DECRETO 521/2017 - NUMERO DE FAC.: FE17321222592764 DE FECHA OPERACION: 02/03/2017 Y FECHA REG. INTERVENCIÓN: 06/02/2017,"806,91","0,00",,,,
,9201 .22100  ,,22/03/2017,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 20182135 - C/ ESPAÑA - CONCEJALIA S. GENERALES - FACTURACION OCT/DIC - APROBADA POR DECRETO 521/2017 - NUMERO DE FAC.: FE17321223284598 DE FECHA OPERACION: 02/03/2017 Y FECHA REG. INTERVENCIÓN: 06/02/2017,"639,76","0,00",,,,
,9201 .22100  ,,22/03/2017,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 18718570 - C/ MIGUEL DE CERVANTES - CONCEJALIA S. GENERALES - FACTURACION DIC/ENE - APROBADA POR DECRETO 521/2017 - NUMERO DE FAC.: FE17321223681323 DE FECHA OPERACION: 02/03/2017 Y FECHA REG. INTERVENCIÓN: 06/02/2017,"346,47","0,00",,,,
,9201 .22100  ,,05/04/2017,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 139243344 - C/ ALICANTE - CONCEJALIA S. GENERALES - FACTURACION ENE/FEB - APROBADA POR DECRETO 676/2017 - NUMERO DE FAC.: FE17321225274254 DE FECHA OPERACION: 14/03/2017 Y FECHA REG. INTERVENCIÓN: 22/02/2017,"652,12","0,00",,,,
,9201 .22100  ,,05/04/2017,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 139162735 - C/ BOSQUE - CONCEJALIA S. GENERALES - FACTURACION ENE/FEB - APROBADA POR DECRETO 676/2017 - NUMERO DE FAC.: FE17321225274243 DE FECHA OPERACION: 14/03/2017 Y FECHA REG. INTERVENCIÓN: 22/02/2017,"1.364,34","0,00",,,,
,9201 .22100  ,,05/04/2017,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 139545490 - C/ BENICARLO - CONCEJALIA S. GENERALES - FACTURACION ENE/FEB - APROBADA POR DECRETO 676/2017 - NUMERO DE FAC.: FE17321225274251 DE FECHA OPERACION: 14/03/2017 Y FECHA REG. INTERVENCIÓN: 22/02/2017,"282,70","0,00",,,,
,9201 .22100  ,,05/04/2017,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 139451037 - C/ALICANTE - CONCEJALIA S. GENERALES - FACTURACION ENE/FEB - APROBADA POR DECRETO 676/2017 - NUMERO DE FAC.: FE17321225274253 DE FECHA OPERACION: 14/03/2017 Y FECHA REG. INTERVENCIÓN: 22/02/2017,"564,14","0,00",,,,
,9201 .22100  ,,05/04/2017,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 186485666 - C/ BILBAO - CONCEJALIA S. GENERALES - FACTURACION ENE/FEB - APROBADA POR DECRETO 676/2017 - NUMERO DE FAC.: FE17321225274360 DE FECHA OPERACION: 14/03/2017 Y FECHA REG. INTERVENCIÓN: 22/02/2017,"290,13","0,00",,,,
,9201 .22100  ,,05/04/2017,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 139292521 - C/ BENIDORM - CONCEJALIA S. GENERALES - FACTUACION ENE/FEB - APROBADA POR DECRETO 676/2017 - NUMERO DE FAC.: FE17321225274261 DE FECHA OPERACION: 14/03/2017 Y FECHA REG. INTERVENCIÓN: 22/02/2017,"1.015,94","0,00",,,,
,9201 .22100  ,,05/04/2017,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 139103494 - C/ ALMENDROS - CONCEJALIA S. GENERALES - FACTURACION ENE/FEB - APROBADA POR DECRETO 676/2017 - NUMERO DE FAC.: FE17321225274242 DE FECHA OPERACION: 14/03/2017 Y FECHA REG. INTERVENCIÓN: 22/02/2017,"324,84","0,00",,,,
,9201 .22100  ,,05/04/2017,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 139382042 - C/ BENICARLO - CONCEJALIA S. GENERALES - FACTURACION ENE/FEB - APROBADA POR DECRETO 676/2017 - NUMERO DE FAC.: FE17321225274250 DE FECHA OPERACION: 14/03/2017 Y FECHA REG. INTERVENCIÓN: 22/02/2017,"338,84","0,00",,,,
,9201 .22100  ,,21/04/2017,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 18718684 - C/ COMILLAS - CONCEJALIA S. GENERALES - FACTURACION ENE/FEB - APROBADA POR DECRETO 905/2017 - NUMERO DE FAC.: FE17321225199098 DE FECHA OPERACION: 31/03/2017 Y FECHA REG. INTERVENCIÓN: 08/03/2017,"480,16","0,00",,,,
,9201 .22100  ,,21/04/2017,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 18718593 - C/MAYOR - CONCEJALIA S. GENERALES - FACTURACION ENE/FEB - APROBADA POR DECRETO 905/2017 - NUMERO DE FAC.: FE17321225274246 DE FECHA OPERACION: 31/03/2017 Y FECHA REG. INTERVENCIÓN: 07/03/2017,"805,36","0,00",,,,
,9201 .22100  ,,21/04/2017,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 139754564 - C/ CADIZ - CONCEJALIA S. GENERALES - FACTURACION FEB/MAR - APROBADA POR DECRETO 905/2017 - NUMERO DE FAC.: FE17321227862904 DE FECHA OPERACION: 31/03/2017 Y FECHA REG. INTERVENCIÓN: 23/03/2017,"945,43","0,00",,,,
,9201 .22100  ,,21/04/2017,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 139312568 - C/ ANDALUCIA - CONCEJALIA S. GENERALES - FACTURACION FEB/MAR - APROBADA POR DECRETO 905/2017 - NUMERO DE FAC.: FE17321227862905 DE FECHA OPERACION: 31/03/2017 Y FECHA REG. INTERVENCIÓN: 23/03/2017,"563,70","0,00",,,,
,9201 .22100  ,,21/04/2017,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 139730591 - C/ AVILA  - CONCEJALIA S. GENERALES - FACTURACION DIC/FEB - APROBADA POR DECRETO 905/2017 - NUMERO DE FAC.: FE17321226528911 DE FECHA OPERACION: 31/03/2017 Y FECHA REG. INTERVENCIÓN: 07/03/2017,"623,31","0,00",,,,
,9201 .22100  ,,21/04/2017,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 18718645 - C/ SALOU - CONCEJALIA S. GENERALES - FACTURACION ENE/FEB - APROBADA POR DECRETO 905/2017 - NUMERO DE FAC.: FE17321225274257 DE FECHA OPERACION: 31/03/2017 Y FECHA REG. INTERVENCIÓN: 07/03/2017,"603,15","0,00",,,,
,9201 .22100  ,,21/04/2017,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 139545490 - C/ BENICARLO - CONCEJALIA S. GENERALES - FACTURACION FEB/MAR - APROBADA POR DECRETO 905/2017 - NUMERO DE FAC.: FE17321227882125 DE FECHA OPERACION: 31/03/2017 Y FECHA REG. INTERVENCIÓN: 23/03/2017,"482,75","0,00",,,,
,9201 .22100  ,,21/04/2017,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 159645314 - C/ BATRES - CONCEJALIA S. GENERALES - FACTURACION DIC/FEB - APROBADA POR DECRETO 905/2017 - NUMERO DE FAC.: FE17321226529023 DE FECHA OPERACION: 31/03/2017 Y FECHA REG. INTERVENCIÓN: 07/03/2017,"11,54","0,00",,,,
,9201 .22100  ,,21/04/2017,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 20181602 - C/ SIERRA DE GUADARRAMA - CONCEJALIA S.GENERALES - FACTURACION DIC/FEB - APROBADA POR DECRETO 905/2017 - NUMERO DE FAC.: FE17321226529009 DE FECHA OPERACION: 31/03/2017 Y FECHA REG. INTERVENCIÓN: 08/03/2017,"11,14","0,00",,,,
,9201 .22100  ,,21/04/2017,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 20182135 - C/ ESPAÑA - CONCEJALIA S. GENERALES - FACTURACION DIC/FEB - APROBADA POR DECRETO 905/2017 - NUMERO DE FAC.: FE17321226529007 DE FECHA OPERACION: 31/03/2017 Y FECHA REG. INTERVENCIÓN: 08/03/2017,"794,21","0,00",,,,
,9201 .22100  ,,21/04/2017,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 18718809 - C/ LUXEMBURGO - CONCEJALIA S. GENERALES - FACTUACION ENE/FEB - APROBADA POR DECRETO 905/2017 - NUMERO DE FAC.: FE17321225199107 DE FECHA OPERACION: 31/03/2017 Y FECHA REG. INTERVENCIÓN: 07/03/2017,"575,03","0,00",,,,
,9201 .22100  ,,21/04/2017,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 18718608 - C/ DE HUNGRIA - CONCEJALIA S. GENERALES - FACTURACION ENE/FEB - APROBADA POR DECRETO 905/2017 - NUMERO DE FAC.: FE17321225199095 DE FECHA OPERACION: 31/03/2017 Y FECHA REG. INTERVENCIÓN: 08/03/2017,"859,69","0,00",,,,
,9201 .22100  ,,21/04/2017,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 18718672 - C/ CASTAÑERAS - CONCEJALIA S. GENERALES - FACTURACION DIC/FEB - APROBADA POR DECRETO 905/2017 - NUMERO DE FAC.: FE17321226528913 DE FECHA OPERACION: 31/03/2017 Y FECHA REG. INTERVENCIÓN: 07/03/2017,"116,57","0,00",,,,
,9201 .22100  ,,21/04/2017,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 20180994 - C/ RIO PERALES - CONCEJALIA S. GENERALES - FACTURACION DIC/FEB - APROBADA POR DECRETO 905/2017 - NUMERO DE FAC.: FE17321226529029 DE FECHA OPERACION: 31/03/2017 Y FECHA REG. INTERVENCIÓN: 08/03/2017,"1.185,36","0,00",,,,
,9201 .22100  ,,21/04/2017,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 18718574 - C/ MIGUEL DE CERVANTES - CONCEJALIA S. GENERALES - FACTURACION ENE/FEB - APROBADA POR DECRETO 905/2017 - NUMERO DE FAC.: FE17321225199091 DE FECHA OPERACION: 31/03/2017 Y FECHA REG. INTERVENCIÓN: 08/03/2017,"395,65","0,00",,,,
,9201 .22100  ,,21/04/2017,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 20181019 - C/ RIO PERALES - CONCEJALIA S. GENERALES - FACTURACION DIC/FEB - APROBADA POR DECRETO 905/2017 - NUMERO DE FAC.: FE17321226529014 DE FECHA OPERACION: 31/03/2017 Y FECHA REG. INTERVENCIÓN: 08/03/2017,"61,37","0,00",,,,
,9201 .22100  ,,21/04/2017,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 139734769 - C/ ALMERIA - CONCEJALIA S. GENERALES - FACTURACION FEB/MAR - APROBADA POR DECRETO 905/2017 - NUMERO DE FAC.: FE17321227862915 DE FECHA OPERACION: 31/03/2017 Y FECHA REG. INTERVENCIÓN: 23/03/2017,"1.354,72","0,00",,,,
,9201 .22100  ,,21/04/2017,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 159642188 - C/ BATRES - CONCEJALIA S. GENERALES - FACTURACION DIC/FEB - APROBADA POR DECRETO 905/2017 - NUMERO DE FAC.: FE17321226529030 DE FECHA OPERACION: 31/03/2017 Y FECHA REG. INTERVENCIÓN: 07/03/2017,"109,03","0,00",,,,
,9201 .22100  ,,21/04/2017,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 20182094 - C/ MIGUEL DE CERVANTES - CONCEJALIA S. GENERALES - FACTURACION DIC/ENE - APROBADA POR DECRETO 905/2017 - NUMERO DE FAC.: FE17321226529037 DE FECHA OPERACION: 31/03/2017 Y FECHA REG. INTERVENCIÓN: 08/03/2017,"1.232,95","0,00",,,,
,9201 .22100  ,,21/04/2017,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 159640599 - C/ ABEDUL - CONCEJALIA S. GENERALES - FACTURACION DIC/FEB - APROBADA POR DECRETO 905/2017 - NUMERO DE FAC.: FE17321225998521 DE FECHA OPERACION: 31/03/2017 Y FECHA REG. INTERVENCIÓN: 03/03/2017,"412,36","0,00",,,,
,9201 .22100  ,,21/04/2017,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 139670303 - C/ BENICARLO - CONCEJALIA S. GENERALES - FACTURACION ENE/FEB - APROBADA POR DECRETO 905/2017 - NUMERO DE FAC.: FE17321227286318 DE FECHA OPERACION: 31/03/2017 Y FECHA REG. INTERVENCIÓN: 10/03/2017,"1.129,38","0,00",,,,
,9201 .22100  ,,21/04/2017,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 18718657 - C/ MALAGA - CONCEJALIA S. GENERALES - FACTURACION ENE/FEB - APROBADA POR DECRETO 905/2017 - NUMERO DE FAC.: FE17321225274259 DE FECHA OPERACION: 31/03/2017 Y FECHA REG. INTERVENCIÓN: 07/03/2017,"888,60","0,00",,,,
,9201 .22100  ,,21/04/2017,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 159643033 - C/ CANTABRICO - CONCEJALIA S. GENERALES - FACTRUACION DIC/FEB - APROBADA POR DECRETO 905/2017 - NUMERO DE FAC.: FE17321226854407 DE FECHA OPERACION: 31/03/2017 Y FECHA REG. INTERVENCIÓN: 10/03/2017,"1.041,10","0,00",,,,
,9201 .22100  ,,21/04/2017,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 159643507 - C/ CARRETERA - CONCEJALIA S. GENERALES - FACTURACION DIC/FEB - APROBADA POR DECRETO 905/2017 - NUMERO DE FAC.: FE17321226529021 DE FECHA OPERACION: 31/03/2017 Y FECHA REG. INTERVENCIÓN: 07/03/2017,"72,64","0,00",,,,
,9201 .22100  ,,21/04/2017,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 20181666 - C/ MURILLO - CONCEJALIA S. GENERALES - FACTURACION ENER/FEB - APROBADA POR DECRETO 905/2017 - NUMERO DE FAC.: FE17321225274307 DE FECHA OPERACION: 31/03/2017 Y FECHA REG. INTERVENCIÓN: 08/03/2017,"588,23","0,00",,,,
,9201 .22100  ,,21/04/2017,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 139763395 - C/ALEMANIA - CONCEJALIA S. GENERALES - FACTURACION FEB/MAR - APROBADA POR DECRETO 905/2017 - NUMERO DE FAC.: FE17321227862914 DE FECHA OPERACION: 31/03/2017 Y FECHA REG. INTERVENCIÓN: 23/03/2017,"534,75","0,00",,,,
,9201 .22100  ,,21/04/2017,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 18718819 - C/ SUIZA - CONCEJALIA S. GENERALES - FACTURACION ENE/FEB - APROBADA POR DECRETO 905/2017 - NUMERO DE FAC.: FE17321225199108 DE FECHA OPERACION: 31/03/2017 Y FECHA REG. INTERVENCIÓN: 08/03/2017,"680,33","0,00",,,,
,9201 .22100  ,,21/04/2017,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 20181023 - C/ RIO TAJO - CONCEJALIA S. GENERALES - FACTURACION DIC/FEB - APROBADA POR DECRETO 905/2017 - NUMERO DE FAC.: FE17321226529031 DE FECHA OPERACION: 31/03/2017 Y FECHA REG. INTERVENCIÓN: 08/03/2017,"1.211,21","0,00",,,,
,9201 .22100  ,,21/04/2017,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 20181982 - C/ ISLANDIA - CONCEJALIA S. GENERALES - FACTURACION DIC/FEB - APROBADA POR DECRETO 905/2017 - NUMERO DE FAC.: FE17321226856270 DE FECHA OPERACION: 31/03/2017 Y FECHA REG. INTERVENCIÓN: 09/03/2017,"2.280,31","0,00",,,,
,9201 .22100  ,,21/04/2017,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 20181497 - C/ SERRANIA DE RONDA - CONCEJALIA S. GENERALES - FACTURACION DIC/FEB - APROBADA POR DECRETO 905/2017 - NUMERO DE FAC.: FE17321226529024 DE FECHA OPERACION: 31/03/2017 Y FECHA REG. INTERVENCIÓN: 08/03/2017,"10,26","0,00",,,,
,9201 .22100  ,,21/04/2017,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 20182005 - C/ MADRID - CONCEJALIA S. GENERALES - FACTURACION DIC/FEB - APROBADA POR DECRETO 905/2017 - NUMERO DE FAC.: FE17321226529034 DE FECHA OPERACION: 31/03/2017 Y FECHA REG. INTERVENCIÓN: 08/03/2017,"1.339,81","0,00",,,,
,9201 .22100  ,,21/04/2017,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 20181466 - C/ FLORES - CONCEJALIA S. GENERALES - FACTURACION DIC/FEB - APROBADA POR DECRETO 905/2017 - NUMERO DE FAC.: FE17321226529022 DE FECHA OPERACION: 31/03/2017 Y FECHA REG. INTERVENCIÓN: 08/03/2017,"221,76","0,00",,,,
,9201 .22100  ,,21/04/2017,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 18718711 - C/ ISLANDIA - CONCEJALIA S. GENERALES - FACTURACION ENE/FEB - APROBADA POR DECRETO 905/2017 - NUMERO DE FAC.: FE17321225274263 DE FECHA OPERACION: 31/03/2017 Y FECHA REG. INTERVENCIÓN: 07/03/2017,"1.210,97","0,00",,,,
,9201 .22100  ,,21/04/2017,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 139348372 - C/ BELGICA - CONCEJALIA S. GENERALES - FACTURACION FEB/MAR - APROBADA POR DECRETO 905/2017 - NUMERO DE FAC.: FE17321227862911 DE FECHA OPERACION: 31/03/2017 Y FECHA REG. INTERVENCIÓN: 23/03/2017,"557,98","0,00",,,,
,9201 .22100  ,,21/04/2017,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 18718687 - PS EL FERROL - CONCEJALIA S. GENERALES - FACTURACION ENE/FEB - APROBADA POR DECRETO 905/2017 - NUMERO DE FAC.: FE17321225199099 DE FECHA OPERACION: 31/03/2017 Y FECHA REG. INTERVENCIÓN: 07/03/2017,"764,47","0,00",,,,
,9201 .22100  ,,21/04/2017,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 20181962 - C/ IGLESIA - CONCEJALIA S. GENERALES - FACTURACION DIC/FEB - APROBADA POR DECRETO 905/2017 - NUMERO DE FAC.: FE17321226529005 DE FECHA OPERACION: 31/03/2017 Y FECHA REG. INTERVENCIÓN: 08/03/2017,"58,81","0,00",,,,
